year,mon,value,dam1,dam2
2017,12,1.6,8,2
2018,1,-0.3,8,2
2018,2,-0.1,8,2
2018,3,6.8,8,2
2018,4,13.6,8,2
2018,5,17.5,8,2
2018,6,20.8,8,2
2018,7,26.4,8,2
2018,8,26.1,8,2
2018,9,19.8,8,2
2018,10,15.0,8,2
2018,11,8.8,8,2
2018,12,3.6,8,2
2019,1,-0.3,8,2
2019,2,2.0,8,2
2019,3,5.5,8,2
2019,4,10.0,8,2
2019,5,17.3,8,2
2019,6,19.8,8,2
2019,7,23.6,8,2
2019,8,26.0,8,2
2019,9,22.0,8,2
2019,10,15.7,8,2
2019,11,8.2,8,2
2019,12,4.1,8,2
2020,1,2.8,8,2
2020,2,2.9,8,2
2020,3,6.3,8,2
2020,4,8.8,8,2
2020,5,17.9,8,2
2020,6,21.8,8,2
2020,7,22.9,8,2
2020,8,27.0,8,2
2020,9,22.0,8,2
2020,10,13.4,5,2
